SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;06/03/2021;9;99
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;07/03/2021;1;5
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;08/03/2021;117;646
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;09/03/2021;84;553
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;10/03/2021;121;890
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;11/03/2021;130;464
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;12/03/2021;111;613
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;13/03/2021;13;37
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;14/03/2021;2;9
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;15/03/2021;69;339
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;16/03/2021;86;352
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;17/03/2021;142;425
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;18/03/2021;76;354
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;19/03/2021;100;276
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;20/03/2021;12;6
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;21/03/2021;3;1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;22/03/2021;89;170
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;23/03/2021;79;114
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;24/03/2021;79;91
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;25/03/2021;50;59
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;26/03/2021;56;242
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;27/03/2021;1;5
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;29/03/2021;61;84
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;30/03/2021;63;104
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;31/03/2021;57;164
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;01/04/2021;52;231
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;02/04/2021;;9
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;03/04/2021;2;2
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;04/04/2021;;1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;05/04/2021;39;200
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;06/04/2021;39;108
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;07/04/2021;60;113
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;08/04/2021;42;142
